distance_km,traffic_level,hour,day_of_week,is_weekend,is_rush_hour,origin_zone_lat,origin_zone_lng,dest_zone_lat,dest_zone_lng,eta_seconds
36.946173231289734,1.3,9,1,0,1,13.081623100350757,77.72832276369952,13.058150266814497,77.54391446830424,8424
43.261813253711864,1.8,21,6,1,0,13.07824808750636,77.4982378478178,13.035581000579443,77.78519040298193,8737
6.81137858139286,1.3,14,2,0,0,12.964842264269405,77.47579394325342,13.077746459881643,77.74290896519278,930
43.992090432094145,1.3,22,1,0,0,12.839284161281782,77.48843515351948,12.858911084101878,77.44976508974253,6496
3.7868435842496506,1.3,10,0,0,1,12.95280356611368,77.53324681412143,13.084251531122948,77.58307482514452,923
2.5970028143017623,1.0,22,4,0,0,13.196943152977509,77.73954677565472,12.860238921600391,77.57764359878954,456
4.0163002532539345,1.5,0,5,1,0,13.022013872111703,77.70558406978627,12.936167226990374,77.68351017043533,315
47.45785691247029,1.0,19,5,1,1,12.936556402484063,77.5741711453612,13.1325387498272,77.50917915131961,7453
42.416397309401205,1.3,3,0,0,0,13.09752591074557,77.47523568453408,13.043113657202564,77.73448892266244,4954
39.831908136748964,1.0,20,5,1,1,13.074530316803408,77.41948281780601,13.186866200256226,77.77658089455518,6325
1.3685648226570484,0.8,20,4,0,1,13.031519964833633,77.64741669519063,12.900919141574658,77.62093584738055,128
3.7602715960286943,0.8,7,6,1,1,13.05497304221866,77.68270089292328,13.168296753009752,77.77090081193438,60
4.064093229205152,1.3,19,0,0,1,13.033975164047085,77.64245552091577,13.056769493520484,77.53014422247087,991
4.272763643603256,1.0,12,1,0,0,13.182510812714375,77.60050169775661,12.947695656627062,77.52693310480497,769
2.14263978939523,1.0,16,6,1,0,13.003653572954772,77.78914505842143,13.114715570910287,77.68933734131,550
1.6569716758889972,1.3,14,1,0,0,13.036076365188572,77.4098654309241,13.181947489195757,77.577745392053,167
26.532502456044412,0.8,20,0,0,1,12.988661979139678,77.79536329926108,13.11182422721672,77.51046194630818,3778
1.816015232785421,1.0,0,6,1,0,13.040088896582105,77.51052582465981,12.802589500261952,77.5238558077008,60
4.040148454255765,1.0,2,3,0,0,13.156330762839051,77.55325791033167,12.804107571395829,77.73294549060206,1020
2.382769322738199,1.3,23,0,0,0,12.935901826889301,77.70101357794869,12.850467125889082,77.65879895390418,60
7.397636930834359,1.0,20,2,0,1,12.99836114765704,77.49084595859112,13.14028999654689,77.71658578594459,623
5.661346848994373,1.5,22,3,0,0,12.979444382203614,77.683939847217,13.100098771299365,77.5651100139257,1360
2.708535643498367,1.0,16,1,0,0,12.95919091264527,77.53302037250148,13.05590940213495,77.77552791226063,681
1.1975918349580783,1.0,21,0,0,0,13.128414895409572,77.77622326654397,13.077802332816692,77.75628264313261,180
7.619427370825029,0.8,23,6,1,0,12.89277806454744,77.46868292095172,13.047922435135789,77.4143156851125,1145
28.603546516581805,1.8,21,3,0,0,12.999967200225061,77.77271357547227,12.939154113933986,77.54597650653872,6425
5.214843150547985,1.0,3,6,1,0,13.169853765391577,77.71642935257796,13.088179887802486,77.42956884255271,253
2.345841820182249,1.0,7,2,0,1,12.864501929393406,77.46809453354774,13.174039365593817,77.49512042821499,609
0.36053471721010266,1.8,14,4,0,0,12.801857794601862,77.55505202272236,13.099868393583803,77.77027380320477,60
0.9239903560527956,1.0,7,1,0,1,12.906089426377003,77.44171854450215,13.146918764691266,77.75836811168239,60
48.312527310134314,1.0,13,3,0,0,13.168924543966163,77.63988822637772,12.8948629371681,77.4224385864322,6251
3.0885569758198317,1.3,5,5,1,0,12.835049789441403,77.78421112613644,12.939714140411454,77.41431017295376,316
27.332779609315875,1.5,23,3,0,0,12.854829768498202,77.43169236294719,13.00309515676542,77.65835732992055,4048
46.47098188096572,1.3,21,6,1,0,12.92813588878334,77.5032453854151,12.988597457553185,77.49433899428877,6762
1.5565207474474516,1.5,14,5,1,0,13.107881452560633,77.70214271217064,12.98639486230268,77.40088885566286,561
6.063330614635821,1.3,19,3,0,1,13.100512303724111,77.58332624354014,13.056221539841045,77.7331834850959,1904
0.4318298869811708,1.5,21,0,0,0,12.834828114235599,77.53558226332088,13.142156463208623,77.55371146121195,60
49.063493568015375,1.3,8,1,0,1,13.173536917614609,77.64047623249883,13.15486480971255,77.56687890855002,10570
12.68914542283242,1.0,23,1,0,0,12.895527523958794,77.51758842070288,12.860200669483069,77.44369173191686,1545
4.478048631783417,1.0,22,0,0,0,12.912254714137735,77.53154292652081,12.83606087247993,77.59009741251135,112
0.7485164864330125,1.3,4,0,0,0,12.954567084769982,77.7224446129367,12.924486217272685,77.71048650023958,82
3.7770980472407496,1.3,12,5,1,0,13.053797104914553,77.55663355291533,13.094890708161246,77.51985313838202,244
